Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
2200149,5820,1,5,6778,1098,1152,74.87981389,31.62404722,1560,600,4,0,0,0,0,2,3.4,2,0,44
2200043,555,1,5,6425,1098,1152,74.87461944,31.62394722,1444,500,4,0,0,0,0,2,3.7,5,2,94
2200044,754,1,5,6425,1098,1152,74.87833333,31.62615278,1444,500,4,0,0,0,0,2,3.5,5,2,461
2200132,985,1,5,5290,1098,1152,74.877666,31.625981,1306,500,4,0,0,0,0,2,3.8,5,2,276
2200236,986,1,5,6960,1098,1152,74.87957778,31.62261111,1306,400,4,0,0,0,0,2,3.8,5,2,71
2200175,2791,1,5,6486,1098,1152,0.0,0.0,1235,100,4,0,0,0,0,1,4.1,1,5,104
2200000,3464,1,5,6627,1098,1152,74.873005,31.624386,1306,500,4,0,0,0,0,2,4.1,1,5,878
2200055,698,1,5,6739,1182,1239,74.883997,31.641991,1306,500,4,0,0,0,0,2,3.8,5,2,192
2200034,6153,1,5,8164,1182,1239,74.877002,31.644818,1306,1000,4,0,0,0,0,3,3.5,5,2,96
2200153,3378,1,5,7604,1182,1239,0.0,0.0,828,150,4,0,0,0,0,1,4.1,1,5,140
2500023,3578,1,11,1094,19,19,75.34601667,19.87621944,1338,800,4,0,0,0,0,3,3.6,5,2,240
2500076,616,1,11,7527,187,188,0.0,0.0,1049,850,4,0,0,0,0,3,3.3,2,0,65
2500054,353,1,11,7508,150,151,75.35394167,19.87473333,1329,600,4,0,0,0,0,2,3.3,2,0,63
2500134,2096,1,11,2890,150,151,75.340775,19.87610556,1618,700,4,0,0,0,0,2,3.1,2,0,19
2500069,3004,1,11,5294,150,151,75.3671268,19.8755223,1554,350,4,0,0,0,0,2,3.4,2,0,46
2500256,3128,1,11,7004,150,151,75.360232,19.874449,1725,450,4,0,0,0,0,2,3.4,2,0,75
2500024,3913,1,11,8880,150,151,75.358888,19.875908,1340,1800,4,0,0,0,0,4,3.4,2,0,94
2500075,4060,1,11,1840,150,151,75.36479167,19.87642778,1066,500,4,0,0,0,0,2,3.3,2,0,47
2500029,4429,1,11,7434,150,151,75.3684187,19.874103,1306,500,4,0,0,0,0,2,3.4,2,0,71
2500079,7424,1,11,5589,429,435,75.316722,19.875337,653,1000,4,0,0,0,0,3,3.6,5,2,73
2500343,4232,1,11,6815,675,686,0.0,0.0,1139,300,4,0,0,0,0,1,3.5,5,2,21
2500052,465,1,11,1846,718,729,75.32340278,19.87963056,1712,400,4,0,0,0,0,2,3.3,2,0,46
2500062,3396,1,11,3401,718,729,75.32350278,19.88025556,1277,700,4,0,0,0,0,2,3.3,2,0,45
2500056,6383,1,11,6637,718,729,75.322405,19.875016,1185,450,4,0,0,0,0,2,3.4,2,0,34
2500030,767,1,11,4822,718,729,75.317475,19.87802778,1306,450,4,0,0,0,0,2,3.7,5,2,89
2500390,2112,1,11,2581,725,736,0.0,0.0,462,400,4,0,0,0,0,2,3.2,2,0,8
2500007,3397,1,11,4824,811,822,75.37235278,19.87699444,1275,650,4,0,0,0,0,2,3.4,2,0,39
2500123,2705,1,11,6438,970,1023,75.321461,19.888716,1514,600,4,0,0,0,0,2,3.3,2,0,74
2500122,3335,1,11,7166,1123,1178,75.31889444,19.86696944,1384,450,4,0,0,0,0,2,3.3,2,0,76
2500346,7320,1,11,6488,1123,1178,0.0,0.0,1466,500,4,0,0,0,0,2,3.3,2,0,71
50943,6121,1,14,3938,125,126,77.61542793,12.93328392,1514,1300,4,1,1,0,0,3,4.1,1,5,2416
58268,6564,1,14,2649,460,466,77.64539558,12.97022064,115,2400,4,1,1,0,0,4,4.7,0,1,2369
51705,6935,1,14,1612,460,466,77.64070876,12.9791658,1033,2000,4,0,0,0,0,4,4.8,0,1,10934
18162866,6884,1,14,2938,460,466,77.64048882,12.98041024,804,1300,4,1,0,0,0,3,3.9,5,2,1354
18407918,916,1,14,1616,460,466,77.645748,12.970324,1272,1500,4,0,1,0,0,3,4.2,1,5,231
56464,2628,1,14,1609,460,466,77.64062494,12.97909556,189,800,4,0,0,0,0,2,4.0,1,5,3533
18221572,4696,1,14,2434,460,466,77.64368467,12.97845292,1622,600,4,0,1,0,0,2,4.3,1,5,1413
18359919,4696,1,14,8534,474,480,77.59679094,12.90622878,1622,600,4,0,0,0,0,2,4.6,0,1,781
18439634,2151,1,14,2269,545,551,77.615797,12.934179,634,950,4,0,0,0,0,2,4.7,0,1,276
51040,6980,1,14,1542,545,551,77.61429269,12.93329764,30,800,4,0,1,0,0,2,4.7,0,1,9667
54162,6441,1,14,213,545,551,77.61615515,12.93436454,1441,1400,4,1,0,0,0,3,4.1,1,5,5385
18305628,2164,1,14,267,546,552,77.625999,12.939496,1364,400,4,0,1,0,0,1,4.3,1,5,753
18385443,3571,1,14,374,547,553,77.61413042,12.93566181,626,1500,4,0,0,0,0,3,4.5,0,1,1288
56618,101,1,14,3036,643,654,77.6993861,12.94993396,818,1400,4,0,0,0,0,3,4.6,0,1,6907
18353121,2369,1,14,3027,643,654,77.696664,12.97537691,142,1200,4,1,0,0,0,3,4.4,1,5,983
18366652,4696,1,14,1235,709,720,77.5709967,13.0291977,1622,600,4,0,0,0,0,2,4.6,0,1,627
18430785,1730,1,14,2707,846,859,77.60817859,12.97253153,625,1200,4,0,0,0,0,3,4.2,1,5,334
58882,783,1,14,3893,883,896,77.68323686,12.91304096,914,1800,4,1,1,0,0,3,4.5,0,1,5705
18422898,2953,1,14,3810,883,896,77.6784,12.914264,693,1400,4,0,0,0,0,3,3.9,5,2,405
18339874,2294,1,14,1165,1108,1163,77.5960137,12.9721612,1272,1500,4,0,0,0,0,3,4.4,1,5,754
2600472,872,1,16,4951,63,63,77.419399,23.211529,365,200,4,0,0,0,0,1,3.3,2,0,51
2600514,4065,1,16,2368,63,63,0.0,0.0,331,600,4,0,0,0,0,2,3.4,2,0,63
2600109,5469,1,16,141,63,63,77.435361,23.214294,828,250,4,0,0,0,0,1,4.9,0,1,427
2600311,6666,1,16,311,63,63,77.41722744,23.18499152,1329,700,4,0,0,0,0,2,3.9,5,2,126
2600008,576,1,16,3587,63,63,77.434976,23.214459,828,500,4,0,0,0,0,2,4.2,1,5,223
2600031,7,1,16,8679,242,248,77.429989,23.232357,1329,1000,4,0,0,0,0,3,4.0,1,5,257
2600250,1481,1,16,414,242,248,0.0,0.0,497,1000,4,0,0,0,0,3,4.0,1,5,103
2600025,4953,1,16,8678,242,248,77.429845,23.232537,1618,650,4,0,0,0,0,2,4.1,1,5,118
2600494,3331,1,16,3358,387,393,0.0,0.0,400,600,4,0,0,0,0,2,3.8,5,2,98
18108352,7186,1,16,8078,542,548,77.3796051,23.26626099,177,500,4,0,0,0,0,2,3.8,5,2,33
2600079,654,1,16,3891,624,634,77.433571,23.233219,1384,550,4,0,0,0,0,2,3.5,5,2,175
2600340,1854,1,16,861,624,634,0.0,0.0,1634,500,4,0,0,0,0,2,3.6,5,2,111
18461339,4807,1,16,7115,624,634,77.43702042,23.23079116,861,350,4,0,0,0,0,2,3.6,5,2,20
2600010,576,1,16,6521,624,634,0.0,0.0,828,500,4,0,0,0,0,2,4.1,1,5,103
2600230,4017,1,16,535,624,634,77.434007,23.234249,1585,400,4,0,0,0,0,2,4.4,1,5,243
2600003,4017,1,16,2593,778,789,77.408236,23.264015,1585,400,4,0,0,0,0,2,4.1,1,5,238
2600303,3451,1,16,3290,889,902,77.373573,23.218998,1306,1800,4,0,0,0,0,4,4.3,1,5,128
2600180,3115,1,16,6427,1036,1089,77.401663,23.234631,1699,500,4,0,0,0,0,2,3.9,5,2,161
2600393,6847,1,16,5597,1036,1089,0.0,0.0,1084,900,4,0,0,0,0,3,3.8,5,2,79
2600007,576,1,16,3909,1036,1089,77.398886,23.235123,828,500,4,0,0,0,0,2,4.3,1,5,120
2900587,7018,1,17,2079,85,86,0.0,0.0,331,500,4,0,0,0,0,2,3.9,5,2,289
2900354,5846,1,17,5333,85,86,85.846838,20.286333,497,550,4,0,0,0,0,2,4.1,1,5,379
2900633,663,1,17,6989,178,179,0.0,0.0,1194,1200,4,0,0,0,0,3,4.6,0,1,154
18408676,1306,1,17,6993,178,179,85.81781287,20.32553933,357,600,4,0,0,0,0,2,4.5,0,1,145
2900234,6501,1,17,4520,178,179,85.81856667,20.32634444,868,500,4,0,0,0,0,2,3.9,5,2,247
2900550,6310,1,17,570,178,179,0.0,0.0,497,500,4,0,0,0,0,2,4.0,1,5,145
18362677,4129,1,17,2853,346,352,85.83394811,20.31149633,1316,850,4,0,0,0,0,2,3.7,5,2,118
2900044,3990,1,17,6310,652,663,85.819178,20.301785,439,1400,4,0,0,0,0,3,4.1,1,5,256
2900469,83,1,17,3791,773,784,85.80823611,20.34306944,1329,450,4,0,0,0,0,1,3.6,5,2,173
2900219,151,1,17,2365,773,784,85.82272222,20.353675,1369,600,4,0,0,0,0,2,3.8,5,2,424
2900473,1517,1,17,4483,773,784,85.825257,20.35324774,550,450,4,0,0,0,0,1,3.7,5,2,338
2900020,3686,1,17,7437,773,784,85.82685,20.35299167,1280,500,4,0,0,0,0,2,3.7,5,2,228
2900562,5324,1,17,7211,773,784,85.82599327,20.35343289,363,450,4,0,0,0,0,1,3.8,5,2,253
18413814,122,1,17,3444,773,784,85.82289287,20.34347604,1334,900,4,0,0,0,0,2,4.0,1,5,90
18235390,962,1,17,1717,773,784,85.81112333,20.34314407,331,400,4,0,0,0,0,1,4.0,1,5,197
2900640,1330,1,17,5891,773,784,0.0,0.0,1037,800,4,0,0,0,0,2,4.3,1,5,69
18271459,3180,1,17,5890,773,784,85.82225987,20.35348061,1547,300,4,0,0,0,0,1,4.1,1,5,199
18377283,1314,1,17,2864,872,885,85.84295925,20.29322917,487,500,4,0,0,0,0,2,3.8,5,2,56
18408600,2407,1,17,3339,872,885,85.84516996,20.29575519,549,900,4,0,0,0,0,2,4.2,1,5,49
2900012,3950,1,17,8627,1057,1110,85.818494,20.292363,497,1500,4,0,0,0,0,3,4.3,1,5,345
18436042,2233,1,17,1179,1115,1170,85.82669624,20.28398889,130,400,4,0,0,0,0,1,3.5,5,2,89
122003,6723,1,24,6957,175,176,76.801234,30.71005476,1344,850,4,0,1,1,0,2,3.7,5,2,665
121552,983,1,24,4311,309,315,76.8009555,30.7050693,36,1600,4,0,0,0,0,3,4.2,1,5,676
121214,1510,1,24,1860,309,315,76.8007752,30.7056682,1215,1400,4,0,1,0,0,3,4.3,1,5,970
121553,3629,1,24,1859,309,315,76.80064,30.7056102,1120,1600,4,0,0,0,0,3,4.1,1,5,300
121312,4207,1,24,5361,309,315,76.8008653,30.7051482,701,1400,4,0,0,0,0,3,4.0,1,5,428
121335,4933,1,24,1864,309,315,76.8009555,30.705775,1402,1200,4,0,0,0,0,3,4.0,1,5,1022
120014,663,1,24,7365,913,938,76.8051917,30.7257045,1329,1300,4,0,0,0,0,3,4.5,0,1,1450
123125,6224,1,24,7377,913,938,76.8063634,30.7249431,104,1800,4,0,0,0,0,3,4.3,1,5,228
120221,4777,1,24,7335,915,941,76.801316,30.7194841,1306,700,4,0,0,0,0,2,3.8,5,2,982
122064,4134,1,24,7349,922,957,76.76560555,30.72476574,1339,1000,4,0,1,0,0,3,3.4,2,0,502
120203,4566,1,24,7370,922,957,76.76055595,30.72152328,189,650,4,0,0,0,0,2,4.1,1,5,698
120219,4736,1,24,7369,922,957,76.7606106,30.7216086,344,650,4,0,0,0,0,2,4.1,1,5,397
121425,6140,1,24,7371,922,957,76.76028337,30.72137975,313,450,4,0,1,0,0,1,4.0,1,5,265
123010,6230,1,24,7372,922,957,76.75984483,30.72114167,1218,600,4,0,1,0,0,2,4.2,1,5,252
123294,3399,1,24,7351,955,1002,76.8009793,30.7306181,1288,800,4,0,0,0,0,2,3.3,2,0,86
121120,7187,1,24,3848,955,1002,76.7976205,30.7334795,1031,2200,4,0,0,0,0,4,4.4,1,5,817
122940,1039,1,24,3948,959,1009,76.7978909,30.740827,310,500,4,0,1,0,0,2,4.5,0,1,249
122830,7038,1,24,3941,959,1009,76.7972148,30.7408896,759,600,4,0,0,0,0,2,4.0,1,5,356
69024,6384,1,26,1949,12,12,80.250744,13.0058006,812,800,4,1,1,0,0,2,4.2,1,5,1810
72475,2874,1,26,1531,56,56,80.2206723,13.0864385,1330,800,4,1,1,0,0,2,3.8,5,2,519
70431,4803,1,26,1216,56,56,80.2191037,13.0918088,649,750,4,1,1,0,0,2,4.4,1,5,1504
71443,4783,1,26,3081,70,70,80.20881157,13.02977985,1529,850,4,1,1,0,0,2,4.2,1,5,841
73088,1510,1,26,2334,319,325,80.264151,13.058616,1217,1700,4,1,1,0,0,3,4.8,0,1,1262
18423075,7307,1,26,3098,372,378,80.25722075,13.05434714,398,450,4,0,1,0,0,1,4.2,1,5,191
70890,2538,1,26,112,535,541,80.24851944,13.08187778,1031,350,4,0,0,0,0,1,4.6,0,1,1510
71492,1669,1,26,2300,550,556,80.24243889,13.02239444,370,1100,4,0,0,0,0,3,4.1,1,5,1004
70092,3334,1,26,1152,691,702,80.26147,13.044694,1085,1500,4,1,1,0,0,3,4.0,1,5,1820
70393,916,1,26,1703,723,734,80.251865,13.066762,1306,1200,4,1,1,0,0,3,4.6,0,1,1753
70894,4023,1,26,592,723,734,80.23644167,13.06418056,1702,1000,4,1,0,0,0,3,4.2,1,5,1714
73279,4818,1,26,2067,785,796,80.24998214,12.97279291,251,900,4,0,1,0,0,2,3.8,5,2,1317
69951,3635,1,26,2532,818,829,80.25479067,13.02701773,800,1200,4,1,1,0,0,3,4.3,1,5,1607
72497,4783,1,26,7056,837,850,80.17456822,13.02627908,1529,850,4,1,1,0,0,2,4.4,1,5,645
65413,4783,1,26,319,880,893,80.2752348,13.02628637,1529,850,4,1,1,0,0,2,4.3,1,5,742
70497,678,1,26,2552,1033,1086,80.24226844,13.04964535,651,1500,4,1,1,0,0,3,4.5,0,1,1210
65055,663,1,26,8525,1033,1086,80.23311,13.045479,1401,2000,4,0,0,0,0,4,4.4,1,5,3848
18384227,101,1,26,8810,1137,1192,80.231598,12.981615,1441,1600,4,0,0,0,0,3,4.9,0,1,859
72604,1702,1,26,835,1137,1192,80.21811381,12.98604688,1497,1400,4,0,0,0,0,3,4.6,0,1,1267
66457,4915,1,26,1101,1137,1192,80.221898,12.975996,1329,900,4,1,0,0,0,2,4.0,1,5,2272
18260777,3593,1,29,1975,350,356,76.9720757,11.01629845,377,800,4,0,1,0,0,3,4.6,0,1,202
3000107,2860,1,29,1078,777,788,76.995667,11.022477,1703,600,4,0,0,0,0,2,3.9,5,2,318
3000132,3536,1,29,1488,777,788,77.015393,11.025083,331,400,4,0,1,0,0,2,3.8,5,2,124
3000122,7417,1,29,5232,777,788,77.00700302,11.02483917,1618,600,4,0,1,0,0,2,3.5,5,2,274
3001032,1024,1,29,3537,777,788,76.99959444,11.02216944,828,500,4,0,0,0,0,2,4.3,1,5,147
3000021,6483,1,29,2314,777,788,76.99501667,11.02127778,497,1200,4,0,1,0,0,3,4.1,1,5,243
18434000,30,1,29,974,796,807,76.971082,10.96185,675,450,4,0,0,0,0,2,3.8,5,2,24
3000195,7123,1,29,1182,820,831,76.976268,11.001852,1701,350,4,0,0,0,0,2,4.5,0,1,380
3000126,835,1,29,1550,820,831,76.98431119,11.00863836,665,1200,4,0,0,0,0,3,3.8,5,2,221
18280306,6907,1,29,708,820,831,76.9754397,11.0030085,1401,700,4,0,1,0,0,2,3.9,5,2,85
3001489,681,1,29,440,820,831,76.98624135,11.00175265,1613,1200,4,0,0,0,0,3,4.2,1,5,40
3000770,1179,1,29,1372,820,831,76.98187642,11.00076241,400,600,4,0,1,0,0,2,4.0,1,5,132
3000062,1782,1,29,474,820,831,76.97649444,11.00366944,1362,1000,4,0,0,0,0,3,4.0,1,5,203
3000016,4693,1,29,790,820,831,76.975525,11.00368056,1095,1500,4,0,0,0,0,4,4.0,1,5,215
3000014,6046,1,29,2835,819,830,76.95173611,11.00668611,1723,400,4,0,0,0,0,2,4.3,1,5,225
3000001,6386,1,29,1358,819,830,76.95295,11.010375,1321,1400,4,0,0,0,0,3,4.2,1,5,299
3001321,1245,1,29,2611,873,886,76.94465239,11.02611735,186,350,4,0,1,0,0,2,4.9,0,1,200
3000996,7324,1,29,2730,873,886,76.940432,11.02091,1391,700,4,0,0,0,0,2,4.2,1,5,221
3001065,1783,1,29,4312,862,875,76.9983492,11.02229761,774,300,4,0,0,0,0,1,4.3,1,5,161
3000048,663,1,29,2746,1098,1153,76.96330278,10.99413611,1441,1400,4,0,0,0,0,3,4.4,1,5,505
3500012,6760,1,35,1496,194,195,0.0,0.0,1329,800,4,0,0,0,0,3,3.6,5,2,102
3500007,6923,1,35,1497,194,195,0.0,0.0,1723,500,4,0,0,0,0,3,3.8,5,2,115
3500017,338,1,35,2731,401,407,78.053162,30.335259,783,650,4,0,0,0,0,3,3.9,5,2,141
3500018,6960,1,35,182,401,407,78.060221,30.340722,1334,1000,4,0,0,0,0,4,3.9,5,2,173
3500011,3362,1,35,2971,401,407,78.062543,30.346994,608,750,4,0,0,0,0,3,4.2,1,5,406
18416632,6613,1,35,565,479,485,78.06802238,30.36128079,1306,1500,4,0,0,0,0,4,4.9,0,1,50
18279289,522,1,35,608,479,485,78.06888981,30.36268594,554,0,4,0,0,0,0,1,4.3,1,5,63
18408585,5052,1,35,7183,479,485,78.067079,30.359722,1288,1250,4,0,0,0,0,4,4.0,1,5,98
3500059,6220,1,35,7432,518,524,78.054222,30.332735,1329,550,4,0,0,0,0,3,3.8,5,2,230
3500081,7312,1,35,5617,518,524,78.049117,30.328174,331,500,4,0,0,0,0,3,4.0,1,5,94
17971273,2173,1,35,194,552,558,0.0,0.0,177,350,4,0,0,0,0,2,4.1,1,5,64
3500365,2330,1,35,5925,636,646,0.0,0.0,358,700,4,0,0,0,0,3,3.9,5,2,131
3500013,2141,1,35,8735,741,752,78.070453,30.366322,305,600,4,0,0,0,0,3,3.9,5,2,101
3500024,2098,1,35,2248,752,763,78.04026667,30.31952778,1514,600,4,0,0,0,0,3,3.9,5,2,121
3500488,5275,1,35,2392,820,832,0.0,0.0,331,400,4,0,0,0,0,2,3.9,5,2,39
3500505,663,1,35,4269,834,847,78.061187,30.3425093,1498,1600,4,0,0,0,0,4,4.4,1,5,66
3500010,874,1,35,1698,834,847,78.046106,30.327968,1329,1200,4,0,0,0,0,4,4.0,1,5,175
3500414,1149,1,35,6613,834,847,0.0,0.0,361,500,4,0,0,0,0,3,4.1,1,5,104
18440677,3210,1,35,6348,834,847,78.07715102,30.37220198,455,500,4,0,0,0,0,3,4.2,1,5,68
3500484,3361,1,35,2972,834,847,0.0,0.0,331,600,4,0,0,0,0,3,4.2,1,5,89
301728,1994,1,43,4910,87,88,77.3066401,28.4900591,519,250,4,0,0,0,0,1,2.9,2,0,4
5992,3544,1,43,304,87,88,77.304776,28.4901567,1329,500,4,0,0,0,0,2,2.8,2,0,16
301730,5054,1,43,6193,87,88,77.305563,28.4901368,1306,150,4,0,0,0,0,1,2.8,2,0,8
301729,5219,1,43,6193,87,88,77.3061016,28.4900979,1306,150,4,0,0,0,0,1,2.9,2,0,8
301731,5226,1,43,6193,87,88,77.3057446,28.490062,177,100,4,0,0,0,0,1,2.8,2,0,7
311053,5928,1,43,3361,87,88,77.3053835,28.4901198,554,300,4,0,0,0,0,1,3.0,2,0,4
9299,183,1,43,3852,87,88,77.30274167,28.49629167,1235,100,4,0,0,0,0,1,0.0,4,3,1
9178,3412,1,43,6601,87,88,77.303542,28.4959154,1306,100,4,0,0,0,0,1,0.0,4,3,3
18477319,6955,1,43,3690,87,88,0.0,0.0,1520,400,4,0,0,0,0,1,0.0,4,3,3
18433852,6492,1,43,7468,88,89,77.3000877,28.4262842,331,300,4,0,0,0,0,1,0.0,4,3,0
304046,1086,1,43,8744,180,181,77.2905651,28.4946638,865,300,4,0,0,0,0,1,2.9,2,0,4
309936,2713,1,43,8738,180,181,77.2905276,28.4946804,1655,350,4,0,0,0,0,1,3.0,2,0,7
309927,3558,1,43,4503,180,181,77.2918292,28.4922473,841,300,4,0,0,0,0,1,2.9,2,0,11
18377449,128,1,43,5541,180,181,77.2918292,28.4990636,1306,200,4,0,0,0,0,1,0.0,4,3,1
18465871,2540,1,43,714,180,181,0.0,0.0,1329,300,4,0,0,0,0,1,0.0,4,3,0
18472646,5087,1,43,31,180,181,77.292431,28.4923251,1306,400,4,0,0,0,0,1,0.0,4,3,0
18037826,3447,1,43,7970,232,238,77.3074479,28.4698631,1514,600,4,0,1,0,0,2,2.8,2,0,49
301163,4070,1,43,425,232,238,77.3074479,28.4695043,837,500,4,0,0,0,0,2,3.4,2,0,58
4931,6157,1,43,1581,232,238,77.3074479,28.4701322,1579,700,4,0,0,0,0,2,3.4,2,0,233
1804,728,1,43,8501,232,238,77.3072684,28.4700256,588,1100,4,0,1,0,0,3,3.8,5,2,508
312102,2142,1,43,1695,232,238,77.3074031,28.4693655,307,600,4,0,1,0,0,2,3.6,5,2,98
18217857,6513,1,43,130,232,238,77.3074031,28.4693655,394,900,4,0,1,0,0,2,3.6,5,2,59
18471268,679,1,43,5345,232,238,77.3074479,28.469594,758,300,4,0,0,0,0,1,0.0,4,3,0
18381244,4992,1,43,4314,232,238,77.3074031,28.4693655,828,200,4,0,0,0,0,1,0.0,4,3,1
18408041,6098,1,43,7398,232,238,77.3074928,28.4700019,58,500,4,0,0,0,0,2,0.0,4,3,2
311051,3306,1,43,8520,232,238,77.30706006,28.46980656,55,500,4,0,1,0,0,2,2.1,3,4,57
18133510,663,1,43,1642,232,238,77.3073785,28.4698629,1306,1600,4,0,0,0,0,3,4.0,1,5,299
308380,7343,1,43,7272,232,238,77.3074031,28.4693655,497,1300,4,0,1,0,0,3,4.1,1,5,239
6077,2617,1,43,4859,233,239,77.3130127,28.3980691,986,400,4,0,0,0,0,1,3.2,2,0,16
308082,4246,1,43,4315,233,239,77.3130127,28.3979794,828,200,4,0,1,0,0,1,2.7,2,0,16
309558,5778,1,43,5992,233,239,77.3128332,28.397424,1723,800,4,0,1,0,0,2,3.4,2,0,48
8128,4172,1,43,1643,233,239,77.3131025,28.3978083,1514,1000,4,1,0,0,0,3,2.4,3,4,25
304062,3197,1,43,4551,270,276,77.294319,28.4937692,1699,200,4,0,0,0,0,1,0.0,4,3,3
9785,2597,1,43,2181,310,316,77.3139102,28.3868454,774,250,4,0,0,0,0,1,2.8,2,0,12
312514,3923,1,43,4783,310,316,77.3140449,28.3869029,828,200,4,0,0,0,0,1,0.0,4,3,2
308961,349,1,43,5608,438,444,77.3056977,28.4719854,1329,1200,4,1,0,0,0,3,0.0,4,3,0
308963,6336,1,43,5608,438,444,77.3066401,28.4722089,331,1500,4,0,0,0,0,3,0.0,4,3,0
308962,6769,1,43,5608,438,444,77.3062507,28.4723428,1520,1500,4,1,0,0,0,3,0.0,4,3,0
8169,632,1,43,2597,462,468,77.3153578,28.4534629,1235,100,4,0,0,0,0,1,0.0,4,3,2
309368,5843,1,43,5827,498,504,77.316429,28.446715,1334,1500,4,1,0,0,0,3,0.0,4,3,3
18472429,1513,1,43,2070,692,703,77.2900667,28.3954463,1306,300,4,0,0,0,0,1,0.0,4,3,0
18472418,5088,1,43,2071,692,703,77.2874809,28.3939512,1514,500,4,0,0,0,0,2,0.0,4,3,0
18472426,6061,1,43,2072,692,703,77.2875524,28.3940171,1275,500,4,0,0,0,0,2,0.0,4,3,0
18450934,6630,1,43,2073,692,703,77.2922781,28.3982684,1329,400,4,0,0,0,0,1,0.0,4,3,0
6025,1252,1,43,6944,764,775,77.2969459,28.4292178,177,1000,4,0,0,0,0,3,3.0,2,0,15
6013,1090,1,43,8745,771,782,77.3144487,28.383665,331,500,4,0,0,0,0,2,3.2,2,0,19
8153,1144,1,43,8125,771,782,77.3144877,28.3837046,361,500,4,0,0,0,0,2,2.8,2,0,8
18471296,3787,1,43,8103,771,782,77.3145373,28.3836738,834,300,4,0,0,0,0,1,0.0,4,3,0
18279477,4246,1,43,5713,893,906,77.3291609,28.3754863,1329,450,4,0,0,0,0,1,2.8,2,0,20
18359331,4713,1,43,7998,893,906,77.3266079,28.3689797,845,500,4,0,0,0,0,2,3.1,2,0,11
301151,5465,1,43,3070,893,906,77.3270132,28.3692291,177,150,4,0,0,0,0,1,3.0,2,0,11
18204479,5916,1,43,6443,893,906,77.329628,28.3702087,1306,450,4,0,1,0,0,1,3.1,2,0,7
2198,7248,1,43,5766,893,906,77.3288978,28.3777541,1329,700,4,1,0,0,0,2,2.9,2,0,13
18434243,2617,1,43,7455,893,906,77.3270132,28.3692291,986,400,4,0,0,0,0,1,0.0,4,3,0
18273628,3150,1,43,5692,893,906,0.0,0.0,1306,700,4,0,0,0,0,2,0.0,4,3,3
18471262,4499,1,43,5482,893,906,77.3295018,28.3730138,1520,500,4,0,0,0,0,2,0.0,4,3,0
18258480,1532,1,43,7324,894,908,77.319026,28.3725172,1520,800,4,1,1,0,0,2,3.3,2,0,25
9698,1645,1,43,3945,894,908,77.3185858,28.371835,497,300,4,0,0,0,0,1,3.0,2,0,22
8326,2968,1,43,873,894,908,77.3184832,28.3719511,1329,450,4,0,0,0,0,1,2.6,2,0,26
18270379,5548,1,43,6980,894,908,77.32157,28.3692881,1514,700,4,0,1,0,0,2,2.9,2,0,16
304006,2509,1,43,5413,896,911,77.31429167,28.38339444,177,200,4,0,0,0,0,1,2.9,2,0,7
308957,4741,1,43,8691,896,911,77.3244365,28.384502,1355,1500,4,1,1,0,0,3,3.1,2,0,28
18427216,1680,1,43,291,896,911,77.3144456,28.3811924,1329,550,4,0,0,0,0,2,0.0,4,3,0
18433315,2576,1,43,7043,896,911,0.0,0.0,1329,400,4,0,0,0,0,1,0.0,4,3,0
8266,4198,1,43,148,896,911,77.32425,28.38471389,828,100,4,0,0,0,0,1,0.0,4,3,0
18383469,214,1,43,7319,901,919,77.3229299,28.395009,1329,600,4,0,1,0,0,2,3.2,2,0,31
1367,398,1,43,7321,901,919,77.3222568,28.3949008,1562,400,4,0,0,0,0,1,3.4,2,0,70
9650,1098,1,43,7314,901,919,77.3236112,28.3952671,331,450,4,0,0,0,0,1,3.3,2,0,67
308335,1484,1,43,3949,901,919,77.3217184,28.3950296,1618,600,4,0,0,0,0,2,2.7,2,0,35
18391065,1791,1,43,7847,901,919,77.3241683,28.3950992,1348,500,4,0,1,0,0,2,3.4,2,0,22
301193,2509,1,43,7373,901,919,77.3235114,28.3951274,177,200,4,0,0,0,0,1,3.3,2,0,17
18107832,2761,1,43,8107,901,919,77.3239437,28.3952906,1578,600,4,0,1,0,0,2,2.6,2,0,39
18089254,3032,1,43,5555,901,919,77.3217312,28.3946937,834,500,4,0,0,0,0,2,3.3,2,0,35
312981,3954,1,43,2741,901,919,0.0,0.0,177,500,4,0,0,0,0,2,3.4,2,0,35
18082235,4246,1,43,2964,901,919,77.3224363,28.3951869,518,400,4,0,0,0,0,1,2.7,2,0,32
18138421,4583,1,43,551,901,919,77.292179,28.452631,851,950,4,0,0,0,0,2,2.6,2,0,14
18421965,6632,1,43,7318,901,919,77.323244,28.3950834,466,600,4,0,0,0,0,2,2.7,2,0,17
303267,7009,1,43,3325,901,919,77.3234608,28.3950913,865,300,4,0,0,0,0,1,3.4,2,0,35
7471,1156,1,43,2226,901,919,77.3236479,28.3950766,1031,1000,4,0,0,0,0,3,4.5,0,1,799
18219542,977,1,43,8206,901,919,77.3234235,28.3952798,201,400,4,0,1,0,0,1,3.6,5,2,62
18355112,1029,1,43,7676,901,919,77.3220773,28.3949736,310,300,4,0,1,0,0,1,3.5,5,2,24
